Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egz.
Vardas8787 Pavardė8787 2 6 7 10 4 5 5 10 6 1 2
Vardas8788 Pavardė8788 4 7 4 8 6 3 8 10 8 2 10
Vardas8789 Pavardė8789 6 1 7 6 2 7 3 7 8 8 1
Vardas8790 Pavardė8790 3 10 3 1 10 6 2 5 8 3 4
Vardas8791 Pavardė8791 4 7 2 3 6 2 5 7 5 6 10
Vardas8792 Pavardė8792 4 6 10 1 1 5 10 10 3 2 4
Vardas8793 Pavardė8793 8 4 9 2 7 4 1 3 2 5 9
Vardas8794 Pavardė8794 9 9 10 2 8 2 8 6 9 3 9
Vardas8795 Pavardė8795 2 10 4 5 1 10 4 7 6 2 8
Vardas8796 Pavardė8796 8 4 6 10 6 6 8 2 9 5 3
Vardas8797 Pavardė8797 9 3 5 1 5 10 9 1 3 10 9
Vardas8798 Pavardė8798 9 6 5 7 4 7 4 7 8 5 3
Vardas8799 Pavardė8799 2 6 8 6 10 9 2 10 3 1 3
Vardas8800 Pavardė8800 3 1 1 1 4 9 6 5 9 10 1
Vardas8801 Pavardė8801 8 5 8 4 9 3 7 7 10 5 6
Vardas8802 Pavardė8802 7 6 2 10 5 2 6 1 4 4 8
Vardas8803 Pavardė8803 1 9 1 4 10 6 10 8 9 5 8
Vardas8804 Pavardė8804 3 2 2 5 3 7 4 9 2 8 1
Vardas8805 Pavardė8805 2 10 7 9 8 1 3 1 10 4 9
Vardas8806 Pavardė8806 6 9 10 4 5 7 3 9 4 7 1
Vardas8807 Pavardė8807 3 3 6 4 1 3 2 10 2 3 6
Vardas8808 Pavardė8808 3 9 3 1 3 9 5 8 3 5 9
Vardas8809 Pavardė8809 8 1 8 10 6 3 6 7 8 5 2
Vardas8810 Pavardė8810 9 6 10 10 9 2 8 3 1 8 3
Vardas8811 Pavardė8811 6 1 8 6 8 1 3 1 6 7 9
Vardas8812 Pavardė8812 10 4 2 1 2 2 2 3 2 2 7
Vardas8813 Pavardė8813 2 4 10 3 2 10 1 6 6 9 7
Vardas8814 Pavardė8814 8 4 8 3 10 7 5 2 5 2 7
Vardas8815 Pavardė8815 10 4 6 6 4 1 5 7 5 10 9
Vardas8816 Pavardė8816 1 3 7 3 5 3 7 8 10 2 8
Vardas8817 Pavardė8817 7 4 8 3 1 5 1 4 1 3 7
Vardas8818 Pavardė8818 8 1 1 8 8 1 2 5 5 5 9
Vardas8819 Pavardė8819 4 1 3 5 8 4 2 4 9 10 2
Vardas8820 Pavardė8820 8 3 2 3 6 2 6 3 10 7 3
Vardas8821 Pavardė8821 6 3 6 7 7 4 4 9 9 5 5
Vardas8822 Pavardė8822 6 6 3 5 2 4 5 6 7 4 8
Vardas8823 Pavardė8823 9 6 2 8 3 4 9 6 9 2 7
Vardas8824 Pavardė8824 6 5 9 1 7 8 9 1 3 4 1
Vardas8825 Pavardė8825 8 1 10 9 2 6 4 4 1 8 6
Vardas8826 Pavardė8826 1 7 10 5 3 4 1 7 6 10 8
Vardas8827 Pavardė8827 4 4 10 5 6 10 2 9 2 2 9
Vardas8828 Pavardė8828 5 1 10 10 7 10 6 1 2 8 1
Vardas8829 Pavardė8829 2 6 10 6 7 9 1 10 5 4 5
Vardas8830 Pavardė8830 5 7 4 9 9 3 1 9 7 1 4
Vardas8831 Pavardė8831 4 9 6 9 4 6 5 6 5 7 6
Vardas8832 Pavardė8832 6 4 2 2 6 10 7 5 8 8 8
Vardas8833 Pavardė8833 1 9 5 10 2 9 5 3 8 1 1
Vardas8834 Pavardė8834 1 2 8 2 5 2 8 10 8 8 5
Vardas8835 Pavardė8835 2 4 7 4 4 4 5 4 7 1 5
Vardas8836 Pavardė8836 8 4 2 8 5 1 2 6 2 8 9
Vardas8837 Pavardė8837 3 5 8 5 8 1 4 8 10 3 2
Vardas8838 Pavardė8838 9 7 4 6 3 4 2 2 8 1 2
Vardas8839 Pavardė8839 8 2 7 4 9 1 9 4 1 2 6
Vardas8840 Pavardė8840 8 3 7 1 7 3 3 8 3 8 8
Vardas8841 Pavardė8841 9 6 8 3 4 10 10 5 5 3 2
Vardas8842 Pavardė8842 7 2 6 8 3 6 3 3 5 1 1
Vardas8843 Pavardė8843 3 7 5 7 7 10 2 5 9 8 1
Vardas8844 Pavardė8844 5 8 1 5 8 8 3 2 4 5 10
Vardas8845 Pavardė8845 4 10 4 7 6 3 1 2 1 6 6
Vardas8846 Pavardė8846 4 2 9 2 9 8 8 8 5 8 8
Vardas8847 Pavardė8847 9 4 8 10 6 7 1 7 1 8 4
Vardas8848 Pavardė8848 3 3 8 8 2 3 8 3 2 1 8
Vardas8849 Pavardė8849 1 2 9 7 4 4 7 6 1 9 7
Vardas8850 Pavardė8850 9 10 6 10 8 4 4 6 2 6 5
Vardas8851 Pavardė8851 6 4 10 4 3 7 1 3 7 5 5
Vardas8852 Pavardė8852 1 3 5 8 1 10 4 2 8 8 9
Vardas8853 Pavardė8853 6 9 10 10 6 5 10 6 6 6 7
Vardas8854 Pavardė8854 6 8 9 10 10 2 10 2 8 8 6
Vardas8855 Pavardė8855 10 10 6 9 7 6 2 6 1 1 8
Vardas8856 Pavardė8856 7 7 6 6 6 6 9 10 8 3 10
Vardas8857 Pavardė8857 3 1 10 7 4 2 6 1 4 4 4
Vardas8858 Pavardė8858 5 10 8 4 1 2 4 6 5 6 5
Vardas8859 Pavardė8859 8 3 2 6 3 3 10 3 6 5 8
Vardas8860 Pavardė8860 10 9 1 2 1 8 1 3 1 9 5
Vardas8861 Pavardė8861 8 1 2 2 8 6 5 6 2 10 3
Vardas8862 Pavardė8862 2 10 5 8 7 2 2 4 9 1 3
Vardas8863 Pavardė8863 8 9 7 9 10 8 10 5 10 5 6
Vardas8864 Pavardė8864 2 8 4 1 5 5 2 6 6 4 6
Vardas8865 Pavardė8865 5 1 1 3 1 7 4 7 7 2 3
Vardas8866 Pavardė8866 8 7 2 10 3 9 9 5 3 6 2
Vardas8867 Pavardė8867 4 3 4 1 10 9 6 3 1 7 6
Vardas8868 Pavardė8868 5 6 3 8 10 8 2 3 4 2 9
Vardas8869 Pavardė8869 5 8 10 8 6 9 8 4 1 3 4
Vardas8870 Pavardė8870 8 9 8 7 8 4 8 4 2 4 7
Vardas8871 Pavardė8871 7 5 4 6 4 8 2 2 4 8 2
Vardas8872 Pavardė8872 3 9 5 10 1 4 8 6 2 2 10
Vardas8873 Pavardė8873 4 8 4 6 8 4 4 3 6 5 10
Vardas8874 Pavardė8874 8 3 3 9 10 6 5 9 8 4 7
Vardas8875 Pavardė8875 10 8 10 9 5 5 2 9 7 6 2
Vardas8876 Pavardė8876 9 5 4 6 5 2 9 6 1 4 4
Vardas8877 Pavardė8877 7 1 8 6 3 2 4 4 10 3 5
Vardas8878 Pavardė8878 9 2 1 10 8 1 4 10 1 4 9
Vardas8879 Pavardė8879 7 3 3 6 10 6 8 4 9 7 3
Vardas8880 Pavardė8880 4 10 1 10 7 3 1 2 1 6 3
Vardas8881 Pavardė8881 8 2 5 4 5 3 9 10 7 8 10
Vardas8882 Pavardė8882 7 2 9 2 9 3 8 7 3 8 9
Vardas8883 Pavardė8883 5 3 6 9 10 2 5 7 3 6 5
Vardas8884 Pavardė8884 2 10 9 7 7 10 8 1 5 7 10
Vardas8885 Pavardė8885 4 6 7 7 6 9 4 9 7 8 5
Vardas8886 Pavardė8886 1 10 9 2 8 6 5 9 3 9 10
Vardas8887 Pavardė8887 6 7 2 6 9 1 4 2 2 8 7
Vardas8888 Pavardė8888 1 9 3 6 4 5 10 10 3 10 6
Vardas8889 Pavardė8889 2 1 3 8 3 5 8 8 10 10 1
Vardas8890 Pavardė8890 9 6 5 1 8 6 4 9 2 9 10
Vardas8891 Pavardė8891 2 10 5 9 5 3 5 3 4 9 5
Vardas8892 Pavardė8892 10 9 5 1 3 2 6 10 7 4 1
Vardas8893 Pavardė8893 4 5 6 3 9 8 7 4 3 3 9
Vardas8894 Pavardė8894 2 9 6 2 1 4 2 6 3 9 8
Vardas8895 Pavardė8895 7 6 4 1 6 9 4 5 3 2 7
Vardas8896 Pavardė8896 6 8 7 5 8 6 6 10 4 2 10
Vardas8897 Pavardė8897 4 3 2 10 9 4 2 9 3 1 2
Vardas8898 Pavardė8898 1 3 2 1 7 5 2 6 1 3 2
Vardas8899 Pavardė8899 6 8 10 6 6 6 3 8 4 4 8
Vardas8900 Pavardė8900 6 9 6 4 5 4 2 6 1 5 3
Vardas8901 Pavardė8901 7 10 3 1 9 4 4 9 9 3 9
Vardas8902 Pavardė8902 7 6 7 2 7 6 1 5 6 5 7
Vardas8903 Pavardė8903 4 6 1 1 2 8 2 3 8 5 3
Vardas8904 Pavardė8904 8 6 9 2 4 7 3 2 1 3 1
Vardas8905 Pavardė8905 1 10 10 1 7 4 3 3 10 4 3
Vardas8906 Pavardė8906 10 8 5 1 6 2 7 9 4 1 5
Vardas8907 Pavardė8907 5 2 2 2 5 4 2 7 10 8 1
Vardas8908 Pavardė8908 1 4 1 8 6 5 4 4 4 2 5
Vardas8909 Pavardė8909 9 10 7 9 6 8 8 1 9 5 6
Vardas8910 Pavardė8910 6 8 1 5 3 2 2 3 1 6 9
Vardas8911 Pavardė8911 9 1 1 7 9 7 6 5 10 2 1
Vardas8912 Pavardė8912 6 2 8 5 3 3 3 7 6 1 6
Vardas8913 Pavardė8913 2 8 2 2 7 8 8 8 4 10 2
Vardas8914 Pavardė8914 8 6 3 5 6 8 7 6 6 7 10
Vardas8915 Pavardė8915 9 4 4 8 1 9 7 10 10 2 10
Vardas8916 Pavardė8916 7 7 10 5 6 9 2 6 2 9 3
Vardas8917 Pavardė8917 9 7 4 8 1 4 10 6 4 4 3
Vardas8918 Pavardė8918 2 5 10 2 7 9 7 4 6 1 6
Vardas8919 Pavardė8919 5 4 1 6 8 7 5 3 4 1 2
Vardas8920 Pavardė8920 4 7 7 1 8 8 7 2 8 2 5
Vardas8921 Pavardė8921 9 6 2 8 6 8 2 2 6 5 5
Vardas8922 Pavardė8922 5 5 8 6 6 3 7 7 7 9 6
Vardas8923 Pavardė8923 6 6 4 5 9 2 8 4 6 5 9
Vardas8924 Pavardė8924 9 5 1 1 3 10 4 7 8 6 6
Vardas8925 Pavardė8925 5 6 1 8 1 2 4 8 1 8 3
Vardas8926 Pavardė8926 7 2 3 5 9 10 10 6 9 9 8
Vardas8927 Pavardė8927 8 7 9 4 6 3 1 2 9 8 3
Vardas8928 Pavardė8928 10 5 6 10 8 1 9 7 4 8 2
Vardas8929 Pavardė8929 4 8 4 7 2 10 4 5 6 5 10
Vardas8930 Pavardė8930 9 8 5 6 8 8 4 9 10 10 7
Vardas8931 Pavardė8931 8 9 6 6 8 8 2 6 7 2 2
Vardas8932 Pavardė8932 3 8 9 6 2 8 3 1 1 4 8
Vardas8933 Pavardė8933 7 6 7 5 1 2 6 1 10 9 2
Vardas8934 Pavardė8934 5 10 8 8 4 6 6 9 6 8 6
Vardas8935 Pavardė8935 6 8 7 9 4 10 6 8 7 7 2
Vardas8936 Pavardė8936 7 9 7 3 9 6 10 5 9 10 1
Vardas8937 Pavardė8937 6 7 6 4 5 2 9 4 9 10 9
Vardas8938 Pavardė8938 1 7 7 7 5 7 2 2 5 7 4
Vardas8939 Pavardė8939 8 4 6 7 1 3 2 4 3 5 7
Vardas8940 Pavardė8940 10 3 5 8 10 7 10 6 4 7 9
Vardas8941 Pavardė8941 10 2 8 2 5 9 2 1 2 3 3
Vardas8942 Pavardė8942 6 5 4 2 9 6 6 2 3 4 1
Vardas8943 Pavardė8943 5 4 8 1 1 5 9 2 4 3 7
Vardas8944 Pavardė8944 6 1 7 9 7 4 1 10 8 1 7
Vardas8945 Pavardė8945 9 4 1 9 5 5 1 6 7 4 8
Vardas8946 Pavardė8946 6 5 1 3 5 3 10 10 5 7 7
Vardas8947 Pavardė8947 4 5 6 4 5 6 5 2 4 1 10
Vardas8948 Pavardė8948 9 2 10 8 5 2 5 9 6 1 4
Vardas8949 Pavardė8949 8 7 6 1 7 9 8 4 4 1 7
Vardas8950 Pavardė8950 10 9 4 3 9 9 1 10 5 1 7
Vardas8951 Pavardė8951 8 5 8 6 6 7 1 6 1 1 10
Vardas8952 Pavardė8952 8 5 10 9 8 10 4 2 8 7 1
Vardas8953 Pavardė8953 2 5 2 7 1 2 8 1 1 1 10
Vardas8954 Pavardė8954 7 7 1 3 7 9 2 7 2 8 4
Vardas8955 Pavardė8955 9 3 6 3 8 3 2 7 3 7 7
Vardas8956 Pavardė8956 6 3 1 10 2 10 2 4 1 6 7
Vardas8957 Pavardė8957 6 9 1 5 5 7 9 5 6 7 5
Vardas8958 Pavardė8958 5 2 7 5 10 8 9 4 9 7 9
Vardas8959 Pavardė8959 4 10 8 1 6 1 1 6 6 5 6
Vardas8960 Pavardė8960 4 5 9 8 7 5 3 2 7 8 6
Vardas8961 Pavardė8961 6 2 7 2 10 10 9 4 3 4 1
Vardas8962 Pavardė8962 1 2 3 4 6 10 9 3 2 7 3
Vardas8963 Pavardė8963 1 3 5 2 1 3 7 4 5 5 9
Vardas8964 Pavardė8964 8 1 7 6 7 7 7 7 5 5 8
Vardas8965 Pavardė8965 9 7 5 9 4 10 9 5 9 4 2
Vardas8966 Pavardė8966 2 1 8 3 4 8 9 7 10 9 5
Vardas8967 Pavardė8967 8 7 1 10 9 9 10 8 4 2 7
Vardas8968 Pavardė8968 1 4 8 2 7 4 3 9 7 6 4
Vardas8969 Pavardė8969 1 9 1 5 4 5 9 4 9 1 1
Vardas8970 Pavardė8970 3 2 5 4 3 1 3 7 1 6 8
Vardas8971 Pavardė8971 9 1 8 5 9 3 2 2 7 7 3
Vardas8972 Pavardė8972 7 5 2 1 6 9 1 3 8 2 3
Vardas8973 Pavardė8973 9 6 3 9 10 2 6 3 7 10 4
Vardas8974 Pavardė8974 5 9 9 8 10 9 7 8 5 7 4
Vardas8975 Pavardė8975 7 10 10 9 1 8 2 9 5 4 1
Vardas8976 Pavardė8976 8 8 6 8 10 7 9 5 2 1 7
Vardas8977 Pavardė8977 3 1 3 9 10 1 9 10 10 1 5
Vardas8978 Pavardė8978 5 4 2 6 10 1 2 8 6 7 1
Vardas8979 Pavardė8979 9 6 2 6 5 4 7 10 1 1 5
Vardas8980 Pavardė8980 2 7 5 3 4 1 1 5 10 5 8
Vardas8981 Pavardė8981 1 1 8 4 1 8 5 1 1 2 7
Vardas8982 Pavardė8982 7 8 6 6 2 10 10 8 10 8 2
Vardas8983 Pavardė8983 2 9 6 1 8 6 4 2 7 5 5
Vardas8984 Pavardė8984 10 9 1 2 2 6 7 4 6 6 3
Vardas8985 Pavardė8985 8 1 3 9 2 10 4 8 10 5 1
Vardas8986 Pavardė8986 7 10 5 10 10 8 10 7 7 3 10
Vardas8987 Pavardė8987 2 7 10 8 9 6 10 9 6 2 5
Vardas8988 Pavardė8988 1 6 2 3 3 2 9 4 9 2 6
Vardas8989 Pavardė8989 7 2 10 10 4 10 6 5 6 5 3
Vardas8990 Pavardė8990 9 9 10 8 3 8 4 10 1 8 10
Vardas8991 Pavardė8991 9 9 8 1 7 3 9 8 3 9 5
Vardas8992 Pavardė8992 10 10 1 6 2 3 6 4 8 1 3
Vardas8993 Pavardė8993 1 8 5 9 9 10 10 2 4 2 1
Vardas8994 Pavardė8994 7 2 5 5 8 6 2 5 5 5 7
Vardas8995 Pavardė8995 2 8 1 9 6 5 6 1 6 5 8
Vardas8996 Pavardė8996 10 9 9 5 6 9 7 7 4 6 3
Vardas8997 Pavardė8997 3 4 6 9 9 3 6 1 5 5 3
Vardas8998 Pavardė8998 10 6 4 5 6 5 7 8 6 8 9
Vardas8999 Pavardė8999 7 7 5 1 3 4 10 10 6 8 6
Vardas9000 Pavardė9000 2 8 8 6 8 6 6 6 6 1 2
Vardas9001 Pavardė9001 3 1 1 8 8 10 4 3 5 5 6
Vardas9002 Pavardė9002 10 4 9 2 8 2 3 3 3 4 7
Vardas9003 Pavardė9003 4 10 8 5 6 5 1 2 6 5 7
Vardas9004 Pavardė9004 7 6 3 1 2 10 4 5 5 4 9
Vardas9005 Pavardė9005 6 7 3 6 3 2 10 5 3 3 1
Vardas9006 Pavardė9006 4 4 5 8 6 2 2 5 1 5 4
Vardas9007 Pavardė9007 6 5 6 1 8 5 7 9 3 7 3
Vardas9008 Pavardė9008 1 8 3 6 9 2 3 6 6 2 10
Vardas9009 Pavardė9009 2 7 2 10 4 8 8 3 3 4 9
Vardas9010 Pavardė9010 9 10 7 7 1 2 2 6 9 8 3
Vardas9011 Pavardė9011 1 10 9 8 1 3 6 2 6 4 9
Vardas9012 Pavardė9012 7 7 4 2 2 6 7 7 3 8 6
Vardas9013 Pavardė9013 8 7 10 6 6 4 7 1 6 5 1
Vardas9014 Pavardė9014 3 9 5 3 6 5 5 8 6 6 7
Vardas9015 Pavardė9015 7 9 7 2 9 5 4 7 2 1 1
Vardas9016 Pavardė9016 3 8 3 4 5 10 6 4 1 10 10
Vardas9017 Pavardė9017 1 6 10 4 8 2 5 2 9 5 3
Vardas9018 Pavardė9018 8 9 2 7 6 9 2 7 5 9 8
Vardas9019 Pavardė9019 4 6 1 8 8 2 5 3 2 8 5
Vardas9020 Pavardė9020 9 9 4 2 1 10 3 1 5 8 10
Vardas9021 Pavardė9021 4 2 9 3 7 8 1 10 3 4 5
Vardas9022 Pavardė9022 7 5 1 8 6 1 1 8 1 1 6
Vardas9023 Pavardė9023 1 4 3 8 6 8 5 2 3 8 7
Vardas9024 Pavardė9024 8 9 4 6 8 2 10 3 4 10 3
Vardas9025 Pavardė9025 5 7 6 6 8 1 8 2 2 6 6
Vardas9026 Pavardė9026 4 7 7 7 1 1 10 4 10 3 7
Vardas9027 Pavardė9027 5 9 8 10 5 3 8 8 6 7 5
Vardas9028 Pavardė9028 5 6 9 5 4 3 6 8 5 6 2
Vardas9029 Pavardė9029 5 2 3 7 3 9 9 1 1 7 2
Vardas9030 Pavardė9030 3 1 1 2 8 7 5 2 5 4 9
Vardas9031 Pavardė9031 4 6 7 8 9 4 3 7 9 1 10
Vardas9032 Pavardė9032 1 8 6 2 5 8 1 9 5 9 6
Vardas9033 Pavardė9033 5 8 9 9 10 1 4 7 1 2 8
Vardas9034 Pavardė9034 9 6 6 2 7 1 6 8 9 1 4
Vardas9035 Pavardė9035 5 6 7 10 10 7 5 6 1 3 8
Vardas9036 Pavardė9036 5 7 6 2 7 2 10 6 5 1 2
Vardas9037 Pavardė9037 3 7 9 7 9 2 5 5 9 8 9
Vardas9038 Pavardė9038 5 3 4 10 3 3 6 7 7 8 2
Vardas9039 Pavardė9039 3 1 1 9 4 8 4 1 10 4 5
Vardas9040 Pavardė9040 1 8 3 3 3 2 4 10 1 4 3
Vardas9041 Pavardė9041 3 3 1 2 3 7 4 5 5 8 7
Vardas9042 Pavardė9042 1 8 4 9 6 4 1 5 3 6 8
Vardas9043 Pavardė9043 8 1 2 1 10 4 8 2 4 9 9
Vardas9044 Pavardė9044 1 1 9 9 8 3 6 1 4 9 4
Vardas9045 Pavardė9045 4 2 8 9 6 5 10 2 5 9 7
Vardas9046 Pavardė9046 10 3 8 10 1 10 6 3 5 3 4
Vardas9047 Pavardė9047 1 10 4 10 7 5 6 8 10 7 7
Vardas9048 Pavardė9048 10 2 10 5 6 6 6 9 10 3 8
Vardas9049 Pavardė9049 1 9 8 4 3 1 6 6 8 3 3
Vardas9050 Pavardė9050 8 5 9 9 3 4 1 10 8 4 3
Vardas9051 Pavardė9051 6 2 4 10 9 10 8 4 7 10 10
Vardas9052 Pavardė9052 10 6 2 3 7 8 9 3 4 5 1
Vardas9053 Pavardė9053 7 10 7 8 1 9 9 2 8 10 7
Vardas9054 Pavardė9054 4 3 9 7 5 1 7 5 9 8 5
Vardas9055 Pavardė9055 6 5 3 8 6 6 6 10 8 4 8
Vardas9056 Pavardė9056 9 1 1 2 2 7 2 1 10 10 7
Vardas9057 Pavardė9057 4 3 1 4 10 4 9 10 9 6 4
Vardas9058 Pavardė9058 7 3 4 5 9 4 4 6 9 1 2
Vardas9059 Pavardė9059 9 1 4 8 9 3 4 7 10 3 4
Vardas9060 Pavardė9060 10 7 6 2 9 8 6 5 3 10 3
Vardas9061 Pavardė9061 2 10 2 6 2 1 5 1 8 5 4
Vardas9062 Pavardė9062 3 5 9 2 6 10 10 6 5 6 8
Vardas9063 Pavardė9063 5 2 4 2 3 9 4 6 4 9 5
Vardas9064 Pavardė9064 4 2 5 6 6 5 1 6 4 1 4
Vardas9065 Pavardė9065 1 7 2 4 9 7 10 6 5 1 4
Vardas9066 Pavardė9066 4 6 3 3 8 4 1 4 10 8 2
Vardas9067 Pavardė9067 4 1 1 9 1 10 6 5 8 1 8
Vardas9068 Pavardė9068 8 9 8 2 2 6 9 1 3 8 3
Vardas9069 Pavardė9069 3 2 10 6 9 1 2 5 2 4 1
Vardas9070 Pavardė9070 3 8 7 8 7 2 2 1 9 5 5
Vardas9071 Pavardė9071 7 6 9 3 3 9 10 8 10 2 9
Vardas9072 Pavardė9072 4 4 10 3 2 8 7 8 10 7 5
Vardas9073 Pavardė9073 7 10 10 4 7 2 4 7 2 8 5
Vardas9074 Pavardė9074 9 1 6 7 3 2 1 8 2 9 3
Vardas9075 Pavardė9075 9 9 5 5 9 7 1 2 4 8 8
Vardas9076 Pavardė9076 9 9 4 7 9 4 4 3 5 3 2
Vardas9077 Pavardė9077 1 9 8 4 6 2 8 4 8 2 5
Vardas9078 Pavardė9078 8 6 6 10 9 7 8 4 10 2 4
Vardas9079 Pavardė9079 9 7 9 8 9 8 9 6 9 6 7
Vardas9080 Pavardė9080 6 1 4 10 3 1 7 9 4 3 6
Vardas9081 Pavardė9081 1 10 1 4 2 8 2 1 8 4 3
Vardas9082 Pavardė9082 10 4 6 7 10 7 3 10 2 8 9
Vardas9083 Pavardė9083 10 6 8 8 1 8 10 3 8 8 4
Vardas9084 Pavardė9084 9 4 6 3 2 9 5 1 1 4 9
Vardas9085 Pavardė9085 8 7 3 9 1 10 7 9 4 6 8
Vardas9086 Pavardė9086 10 10 7 9 5 9 5 9 9 5 6
Vardas9087 Pavardė9087 10 1 1 9 3 6 4 10 1 3 10
Vardas9088 Pavardė9088 5 6 6 8 3 8 8 6 8 1 6
Vardas9089 Pavardė9089 1 1 5 5 7 6 3 1 7 9 1
Vardas9090 Pavardė9090 4 10 9 4 9 1 1 3 3 5 5
Vardas9091 Pavardė9091 4 10 3 6 3 6 7 1 9 3 5
Vardas9092 Pavardė9092 5 5 2 1 6 2 5 5 1 9 10
Vardas9093 Pavardė9093 9 1 2 2 8 9 9 5 5 4 7
Vardas9094 Pavardė9094 5 2 1 3 10 1 1 1 8 10 9
Vardas9095 Pavardė9095 8 3 10 6 8 6 6 6 9 4 7
Vardas9096 Pavardė9096 4 6 9 6 2 2 6 1 2 3 8
Vardas9097 Pavardė9097 5 5 10 8 9 10 1 1 8 2 8
Vardas9098 Pavardė9098 10 4 8 7 1 10 3 1 1 6 6
Vardas9099 Pavardė9099 5 2 6 1 9 10 10 8 1 3 1
Vardas9100 Pavardė9100 2 10 3 8 10 3 4 2 2 1 3
Vardas9101 Pavardė9101 10 4 2 3 3 4 1 1 1 1 6
Vardas9102 Pavardė9102 2 6 8 5 4 8 6 10 7 1 2
Vardas9103 Pavardė9103 1 2 8 1 4 8 1 1 6 8 3
Vardas9104 Pavardė9104 10 8 9 1 3 10 4 1 10 10 6
Vardas9105 Pavardė9105 1 3 8 2 1 6 9 2 6 1 6
Vardas9106 Pavardė9106 6 2 1 1 10 2 7 1 4 5 2
Vardas9107 Pavardė9107 1 8 8 4 4 5 6 7 6 7 6
Vardas9108 Pavardė9108 2 2 3 10 6 9 1 3 7 2 8
Vardas9109 Pavardė9109 1 7 1 10 9 10 8 3 8 10 5
Vardas9110 Pavardė9110 6 2 5 6 8 1 1 3 10 1 1
Vardas9111 Pavardė9111 4 2 4 10 2 3 8 4 9 2 9
Vardas9112 Pavardė9112 9 5 7 6 10 2 7 9 2 5 8
Vardas9113 Pavardė9113 6 5 4 8 1 6 4 5 5 9 4
Vardas9114 Pavardė9114 8 10 8 6 1 3 5 1 7 9 7
Vardas9115 Pavardė9115 8 4 2 5 9 4 9 10 7 10 7
Vardas9116 Pavardė9116 3 10 8 6 5 8 2 7 3 10 4
Vardas9117 Pavardė9117 2 8 3 4 3 6 10 1 1 7 3
Vardas9118 Pavardė9118 10 8 6 2 1 3 10 9 8 4 3
Vardas9119 Pavardė9119 9 7 10 6 9 2 7 5 5 8 5
Vardas9120 Pavardė9120 5 5 10 3 4 9 5 8 7 5 6
Vardas9121 Pavardė9121 8 1 9 1 1 10 7 1 1 4 5
Vardas9122 Pavardė9122 10 4 3 1 7 3 6 1 5 8 7
Vardas9123 Pavardė9123 3 8 3 2 9 7 7 9 7 8 7
Vardas9124 Pavardė9124 6 2 5 7 3 4 6 5 4 10 3
Vardas9125 Pavardė9125 1 8 8 10 2 2 3 5 3 1 10
Vardas9126 Pavardė9126 2 6 2 6 2 4 5 5 8 4 3
Vardas9127 Pavardė9127 2 2 5 9 3 9 5 9 3 7 8
Vardas9128 Pavardė9128 2 9 4 3 7 5 6 1 4 5 9
Vardas9129 Pavardė9129 9 6 2 9 2 7 9 9 3 2 1
Vardas9130 Pavardė9130 10 1 6 6 4 9 5 5 6 9 3
Vardas9131 Pavardė9131 3 10 3 9 1 7 10 10 4 5 4
Vardas9132 Pavardė9132 10 5 9 5 6 7 9 9 7 1 5
Vardas9133 Pavardė9133 7 8 5 10 5 4 3 5 10 8 10
Vardas9134 Pavardė9134 7 7 2 4 9 3 1 7 6 10 4
Vardas9135 Pavardė9135 5 9 10 2 6 3 9 2 1 4 9
Vardas9136 Pavardė9136 1 6 5 10 4 2 4 5 4 6 7
Vardas9137 Pavardė9137 1 5 2 9 5 5 1 8 4 1 9
Vardas9138 Pavardė9138 1 4 8 7 4 1 2 6 5 7 6
Vardas9139 Pavardė9139 6 4 1 10 9 10 7 3 7 5 1
Vardas9140 Pavardė9140 10 5 8 8 8 6 10 4 2 10 10
Vardas9141 Pavardė9141 5 1 3 5 4 4 10 9 7 2 4
Vardas9142 Pavardė9142 7 4 2 3 6 8 7 4 5 10 8
Vardas9143 Pavardė9143 4 8 4 1 6 8 1 5 6 2 10
Vardas9144 Pavardė9144 5 9 9 9 10 3 9 4 3 3 10
Vardas9145 Pavardė9145 4 1 3 8 2 2 6 5 5 8 9
Vardas9146 Pavardė9146 7 10 8 8 6 4 3 3 3 6 2
Vardas9147 Pavardė9147 8 5 6 5 1 2 9 8 8 5 8
Vardas9148 Pavardė9148 2 6 5 1 4 10 8 8 10 2 10
Vardas9149 Pavardė9149 5 9 4 1 1 8 4 8 9 9 1
Vardas9150 Pavardė9150 6 9 9 4 7 7 9 10 8 10 3
Vardas9151 Pavardė9151 10 3 8 1 5 5 10 10 2 1 8
Vardas9152 Pavardė9152 10 9 3 8 6 7 8 4 9 9 2
Vardas9153 Pavardė9153 1 6 9 5 6 6 10 10 1 6 7
Vardas9154 Pavardė9154 7 9 5 4 1 10 10 2 1 6 5
Vardas9155 Pavardė9155 9 7 6 9 10 9 4 2 3 6 9
Vardas9156 Pavardė9156 2 9 3 10 1 5 2 8 1 1 1
Vardas9157 Pavardė9157 10 5 10 7 4 8 6 1 1 8 8
Vardas9158 Pavardė9158 2 8 1 8 9 7 7 3 3 4 4
Vardas9159 Pavardė9159 10 7 8 4 8 9 3 4 9 10 7
Vardas9160 Pavardė9160 3 2 1 5 9 10 6 9 1 3 1
Vardas9161 Pavardė9161 1 7 1 3 5 4 5 2 9 8 4
Vardas9162 Pavardė9162 8 5 5 1 7 7 8 4 7 1 5
